1093.3,1.5552e+05,-2.5426e+05,155.52,-254.26
1218.9,1.3748e+05,-2.3874e+05,137.48,-238.74
1357.2,1.2137e+05,-2.2314e+05,121.37,-223.14
1514.2,1.0735e+05,-2.0839e+05,107.35,-208.39
1683.9,94998,-1.941e+05,94.998,-194.1
1878.7,84005,-1.805e+05,84.005,-180.5
2092.3,74323,-1.6759e+05,74.323,-167.59
2331.1,65666,-1.5532e+05,65.666,-155.32
2601.2,58025,-1.4387e+05,58.025,-143.87
2896.5,51211,-1.3322e+05,51.211,-133.22
3229.6,45128,-1.2313e+05,45.128,-123.13
3594,39667,-1.1371e+05,39.667,-113.71
4008.7,34844,-1.049e+05,34.844,-104.9
4467.3,30476,-96529,30.476,-96.529
4976.3,26641,-88661,26.641,-88.661
5541.8,23224,-81280,23.224,-81.28
6176.4,20198,-74413,20.198,-74.413
6886.4,17547,-68025,17.547,-68.025
7671.8,15238,-62137,15.238,-62.137
8545.1,13216,-56632,13.216,-56.632
9525.3,11485,-51542,11.485,-51.542
10612,9996.4,-46884,9.9964,-46.884
11825,8723.3,-42582,8.7233,-42.582
13176,7643.8,-38670,7.6438,-38.67
14684,6712.4,-35068,6.7124,-35.068
16361,5920.1,-31810,5.9201,-31.81
18228,5237,-28826,5.237,-28.826
20314,4650.6,-26143,4.6506,-26.143
22632,4142.7,-23637,4.1427,-23.637
25221,3702.6,-21385,3.7026,-21.385
28098,3319.7,-19357,3.3197,-19.357
31309,2985.2,-17549,2.9852,-17.549
34891,2691.2,-15916,2.6912,-15.916
38874,2428.9,-14449,2.4289,-14.449
43316,2195.9,-13117,2.1959,-13.117
48267,1986.7,-11913,1.9867,-11.913
53784,1804.8,-10792,1.8048,-10.792
59929,1628.4,-9797,1.6284,-9.797
66778,1461.8,-8907.4,1.4618,-8.9074
74405,1306.8,-8104.5,1.3068,-8.1045
82907,1165.5,-7375.3,1.1655,-7.3753
92382,1037.3,-6709.1,1.0373,-6.7091
1.0294e+05,922.88,-6098.5,0.92288,-6.0985
1.147e+05,821.11,-5537.4,0.82111,-5.5374
1.2781e+05,731.75,-5022.5,0.73175,-5.0225
1.4241e+05,648.91,-4555.7,0.64891,-4.5557
1.5868e+05,574.26,-4130.8,0.57426,-4.1308
1.7682e+05,506.65,-3744.5,0.50665,-3.7445
1.9702e+05,445.6,-3393.2,0.4456,-3.3932
2.1953e+05,390.96,-3073.5,0.39096,-3.0735
2.4462e+05,342.37,-2782.8,0.34237,-2.7828
2.7257e+05,299.46,-2518.3,0.29946,-2.5183
3.0372e+05,261.84,-2277.5,0.26184,-2.2775
3.3842e+05,229.05,-2058.4,0.22905,-2.0584
3.7709e+05,200.6,-1859.2,0.2006,-1.8592
4.2018e+05,175.82,-1678.5,0.17582,-1.6785
4.682e+05,154.36,-1514.6,0.15436,-1.5146
5.2169e+05,135.87,-1366.1,0.13587,-1.3661
5.8131e+05,119.96,-1231.7,0.11996,-1.2317
6.4773e+05,106.45,-1109.9,0.10645,-1.1099
7.2175e+05,94.825,-999.75,0.094825,-0.99975
8.0422e+05,84.77,-900.24,0.08477,-0.90024
8.9612e+05,76.14,-810.24,0.07614,-0.81024
9.9852e+05,68.761,-728.86,0.068761,-0.72886
1.1126e+06,62.505,-655.4,0.062505,-0.6554
1.2397e+06,57.241,-589.04,0.057241,-0.58904
1.3814e+06,52.817,-529.17,0.052817,-0.52917
1.5393e+06,49.135,-475.17,0.049135,-0.47517
1.7152e+06,46.575,-426.24,0.046575,-0.42624
1.9111e+06,43.094,-382.55,0.043094,-0.38255
2.1295e+06,40.507,-342.93,0.040507,-0.34293
2.3729e+06,38.58,-307.07,0.03858,-0.30707
2.644e+06,37.114,-274.61,0.037114,-0.27461
2.9461e+06,35.979,-245.24,0.035979,-0.24524
3.2828e+06,35.075,-218.62,0.035075,-0.21862
3.6579e+06,34.335,-194.47,0.034335,-0.19447
4.0759e+06,33.706,-172.52,0.033706,-0.17252
4.5416e+06,33.743,-151.72,0.033743,-0.15172
5.0606e+06,33.387,-133.3,0.033387,-0.1333
